speech_rate,pitch_std,energy,mfcc1,mfcc2,mfcc3,mfcc4,mfcc5,mfcc6,mfcc7,mfcc8,mfcc9,mfcc10,mfcc11,mfcc12,zcr,spectral_flux,spectral_contrast1,spectral_contrast2,spectral_contrast3,spectral_contrast4,spectral_contrast5,spectral_contrast6,spectral_contrast7,hnr,spectral_rolloff,label
0.2444587953890969,1058.6253662109375,0.04010370373725891,-375.9100036621094,130.3397216796875,-11.636626243591309,26.53190803527832,-9.26967716217041,-23.298723220825195,-14.228344917297363,-5.219178199768066,-16.73043441772461,-4.420421123504639,-4.4131364822387695,-13.726354598999023,0.07849461620862884,1.6784703731536865,24.32345690496644,16.593521213775485,19.66931942098065,18.848440941185608,18.60583857416573,20.515803618413308,50.00450911755356,2.8480477333068848,2670.310629986702,1
0.16219675459373575,1083.19091796875,0.049028944224119186,-372.5859680175781,108.8598861694336,-14.838762283325195,29.9545841217041,-15.704998970031738,-15.190483093261719,-18.665546417236328,-0.5485072135925293,-17.805612564086914,-7.28183650970459,-4.316529273986816,-14.886091232299805,0.09412630697838346,1.6066784858703613,23.025177769531783,16.940135070990394,20.272393908630374,20.395984586935544,19.238270538248095,20.16783121787277,51.5544607607442,3.8362746238708496,2888.6063425164475,1
0.5981359915251575,1212.131591796875,0.023844830691814423,-466.8476867675781,101.6439437866211,0.6996025443077087,38.48284149169922,-5.312591075897217,-20.060251235961914,-13.151751518249512,-22.794532775878906,-15.636896133422852,-0.4630396366119385,-6.093634605407715,1.6604989767074585,0.15391523808436816,1.8766331672668457,19.678529141086717,13.917206739866103,19.1180582972484,16.015733337176247,18.10113285393188,23.421747300521044,45.88880332160102,1.62968909740448,3308.523967511642,1
0.31354425879843584,1146.844970703125,0.023819489404559135,-454.0538635253906,107.32536315917969,5.775673866271973,48.60484313964844,-3.0300519466400146,-27.271108627319336,-15.073355674743652,-20.973583221435547,-14.259150505065918,-3.524362564086914,-11.202442169189453,0.05056149512529373,0.09710404829545455,1.81216561794281,20.533765833607784,14.977559047294646,19.72313758674964,16.70964048970694,18.309613934690866,23.999057127298606,46.04751339643726,1.5867602825164795,2809.1629527698865,1
0.38852974374760957,1113.9359130859375,0.026637960225343704,-434.7774963378906,115.39224243164062,3.294853687286377,45.96495056152344,3.983872890472412,-28.08687400817871,-18.161767959594727,-22.7933292388916,-15.982707023620605,-3.295135259628296,-7.963566303253174,1.5278924703598022,0.10045771510278514,1.9065282344818115,21.443506289695552,14.987972643696263,19.973235466627283,16.66331857549717,18.412936369952888,24.625611081574903,47.20899121198116,2.043522834777832,2753.194227142739,1
0.41699344223998397,1101.310302734375,0.026919500902295113,-440.376220703125,118.67735290527344,7.966190814971924,40.895965576171875,-0.8142081499099731,-27.705415725708008,-16.535198211669922,-23.49472427368164,-17.67104148864746,-3.3527328968048096,-8.26058292388916,-1.0535005331039429,0.09361180194689636,1.842219591140747,21.17394265167831,15.36531792031302,20.01919484990524,17.4865522643109,18.500596331896748,24.574104586812428,46.84374928936882,2.320862293243408,2605.6218106002634,1
0.5074419059564015,1087.503173828125,0.02438032068312168,-462.1415710449219,112.89324951171875,-0.018824806436896324,39.12834930419922,6.5996222496032715,-24.865530014038086,-12.594758033752441,-19.025327682495117,-13.410455703735352,-2.0073626041412354,-8.214155197143555,-0.7526081800460815,0.09368887495397643,1.5846006870269775,20.399735761054394,15.061792793434062,18.78382384263475,16.439480559662123,17.41000282960384,23.444312284332455,43.96469803680334,2.312380313873291,2578.7041418331187,1
0.5151086867648604,1138.160888671875,0.02368931472301483,-457.0849914550781,134.08334350585938,12.255293846130371,24.634366989135742,-8.203751564025879,-17.11448860168457,-14.59809684753418,-23.74246597290039,-17.976015090942383,-1.7318377494812012,-4.1006340980529785,1.9661433696746826,0.12189540578358209,2.0958502292633057,21.085928314651913,13.816894804792991,18.710653466016723,17.011170289407797,18.237180959373966,21.9397345468702,47.498178559066744,2.198387384414673,2561.872667910448,1
0.7989998912925318,1166.0657958984375,0.012463754042983055,-555.0070190429688,86.63983154296875,2.652466297149658,21.87742805480957,4.987847805023193,-8.414958953857422,-4.165498733520508,-9.865362167358398,-2.724886894226074,-2.9712040424346924,-2.433288097381592,5.391129970550537,0.16191044560185186,1.0425915718078613,17.886685846412096,14.608324427642852,16.16299261047261,15.253240471787953,16.808929144440395,20.272277967456457,39.826463975103664,1.4181758165359497,3273.3791775173613,1
0.41028408218706536,1109.19775390625,0.019934426993131638,-494.2185363769531,114.6771011352539,10.759114265441895,36.108863830566406,7.207057952880859,-18.282142639160156,-14.192105293273926,-18.112443923950195,-10.341630935668945,-3.1859869956970215,-5.753056526184082,1.9740227460861206,0.08650018601190476,1.698791742324829,20.12686719031776,14.392588697727906,18.223146484325937,16.06036270023555,17.69450947528804,21.354144608866722,42.476826495919575,2.1307716369628906,2298.8232421875,1
